STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
pubmit	3815.42	413.50	308.43	30.80	109.18	2.00
purent	6782.94	609.50	1159.42	76.80	288.18	17.25
racide	7356.77	649.17	549.09	46.60	152.76	8.50
raidge	6429.27	580.67	478.64	50.40	64.59	6.00
rainks	5982.87	798.33	625.24	77.20	117.69	14.00
raiter	9494.07	1006.17	2372.82	219.80	504.47	32.25
rastol	5492.34	546.33	706.89	71.60	81.33	10.25
rately	7628.09	670.00	1591.11	103.00	341.67	16.00
rathed	10199.74	974.50	3186.19	254.40	806.01	18.75
ratind	9009.96	780.17	2032.30	127.80	300.48	16.25
ratten	9368.88	928.50	1934.09	137.40	554.62	29.50
raturn	6293.01	528.67	946.29	54.20	359.72	5.75
realed	10482.70	1015.67	3163.59	295.60	651.80	32.75
realic	5010.44	493.00	1246.54	87.80	456.52	8.75
realth	5458.43	517.00	1223.42	75.20	461.32	7.75
rearel	8674.16	872.17	1305.14	110.60	364.88	18.00
rearge	7175.43	571.67	1300.01	89.20	350.50	10.25
reargy	6027.03	540.50	1182.31	81.80	352.12	10.00
rearth	5427.10	510.67	1238.18	87.40	314.52	13.25
reaves	9641.69	1128.83	1751.61	204.00	358.61	25.75
rebure	7188.05	521.00	1151.74	60.80	175.71	9.00
recama	4562.45	412.50	984.00	59.60	223.17	8.50
recame	6688.89	527.67	1171.01	60.80	299.38	9.50
recore	7705.45	559.67	1816.25	73.20	541.37	9.50
recort	6588.77	501.83	1444.78	67.40	358.07	11.00
recred	10141.32	945.67	2790.54	252.20	209.41	16.50
reging	6980.66	574.00	2265.66	164.60	1027.53	71.00
relice	8104.25	636.50	1265.11	84.00	354.56	11.50
relign	6607.33	552.33	803.76	67.60	88.42	7.50
reling	7364.80	613.33	2433.88	183.60	1005.29	74.25
remail	5090.12	472.17	816.04	58.80	172.04	7.00
remals	7723.44	811.00	844.75	86.20	173.91	12.50
remans	7426.64	805.50	856.05	85.20	182.67	11.75
remant	6710.30	550.67	987.47	74.00	179.07	10.50
remmer	9076.78	870.33	2236.26	195.60	166.70	13.75
remost	6271.51	478.83	1184.26	72.80	341.46	8.00
rendon	5726.53	510.17	1322.92	95.40	218.64	9.25
rengle	7995.18	625.83	1667.39	124.40	118.84	14.50
repack	4494.27	404.33	654.60	55.20	95.02	7.75
repare	6954.87	571.17	1100.03	70.00	80.58	6.25
replow	4645.02	417.50	731.08	59.00	120.58	8.75
repore	7325.98	552.17	1406.98	68.00	380.74	7.75
reself	6675.10	527.50	1190.06	72.20	359.69	6.75
resils	8880.83	902.50	1019.42	96.20	185.29	10.75
resing	7453.77	611.17	2474.55	177.20	1103.78	73.75
restee	10776.36	959.83	1515.96	127.80	276.57	23.75
resual	5550.81	466.00	1061.54	72.00	202.94	6.50
retern	7007.83	552.50	1086.46	96.60	117.39	11.75
rettle	9122.42	643.83	2321.88	123.40	841.18	20.25
rettor	7349.27	584.50	1396.31	83.40	306.39	13.25
reving	7026.96	561.33	2468.69	171.00	1202.16	75.00
revour	5920.18	486.83	797.63	55.80	173.96	10.25
rigoly	5848.83	512.00	903.68	65.40	23.66	2.75
ripect	4959.22	465.17	440.88	35.20	181.72	8.00
rision	5802.79	550.67	881.39	60.40	169.54	6.75
rither	8696.01	841.67	2624.75	174.60	1008.86	17.50
rourse	6270.18	549.33	945.51	55.40	516.34	9.00
rublic	2753.06	354.83	417.29	37.80	279.69	4.25
rudger	7235.94	816.33	1651.21	178.40	188.64	23.75
sacuum	5600.83	519.83	232.82	37.00	19.07	2.00
sadale	8436.72	742.00	1004.77	86.80	35.76	4.75
sainge	7860.16	690.33	783.01	65.80	279.90	11.25
saiway	6058.04	653.83	303.56	37.80	43.47	3.50
salled	10849.53	1112.33	2713.54	287.40	682.66	49.25
samily	8716.78	787.33	1171.10	89.60	296.68	10.25
sayind	9137.89	817.50	1577.22	100.40	346.37	7.50
saymal	5101.29	540.50	551.84	51.40	118.26	2.50
scally	6259.32	574.50	1098.65	72.60	272.63	10.00
schers	6105.35	703.67	772.82	94.00	417.89	37.75
scorge	6576.71	488.83	432.90	41.00	86.67	6.25
scotic	4918.69	435.67	313.07	48.20	41.06	10.00
scriod	8020.44	690.67	669.23	48.20	108.17	6.75
scrond	7956.92	643.83	1016.35	48.20	262.82	9.00
scrong	6427.52	514.50	1388.14	93.60	189.47	9.75
scylly	5529.21	475.33	950.08	62.60	146.92	5.00
sealic	6126.56	585.50	1110.83	71.80	306.48	9.50
seatus	8185.83	909.17	949.21	68.60	107.83	7.75
secale	9230.67	706.00	1629.10	93.60	254.97	7.00
secame	7805.01	620.17	1035.29	44.80	370.31	6.00
secess	8263.26	869.83	986.53	54.80	239.40	7.25
secial	7371.89	646.33	1189.45	61.40	375.44	6.50
secome	8176.12	601.17	1161.43	40.80	583.92	4.50
secore	8821.58	652.17	1680.54	57.20	612.30	6.00
sedams	7056.54	810.33	479.32	44.00	19.63	5.25
seeder	10349.05	999.33	2209.64	193.20	337.58	21.50
seemer	10203.22	985.50	2163.82	177.80	423.68	9.00
selper	10342.55	989.83	1979.78	188.40	109.39	13.00
seniet	11478.94	1074.83	1055.88	101.60	122.26	10.25
sented	11963.07	1114.67	3177.12	292.40	505.57	43.00
serson	7326.46	633.00	1119.76	70.20	315.97	10.00
sevely	8290.61	673.00	1446.63	90.20	262.85	15.50
sevent	8025.53	640.83	920.90	62.60	258.23	14.25
shands	6384.94	761.83	916.11	77.80	293.72	19.25
shawer	8802.12	884.00	1932.30	169.00	124.80	13.00
sheore	7341.77	559.83	1235.11	53.20	327.92	5.25
sheory	6193.37	528.67	869.20	55.00	116.28	4.50
shinge	6806.63	532.00	1066.38	70.80	408.77	16.25
shings	6406.29	729.00	1033.97	65.00	480.20	17.75
shoice	8375.44	626.00	1286.36	57.40	529.26	9.25
shoict	7258.76	568.17	1141.83	51.80	341.98	6.50
shomed	10183.99	937.33	2766.10	241.20	466.56	18.75
shoody	6231.94	501.50	909.29	50.00	363.46	9.00
shorns	7596.59	798.33	905.33	70.80	304.17	12.25
shosen	8828.98	843.67	1332.14	97.20	383.40	10.00
shotch	5985.04	456.33	926.69	56.80	309.94	9.75
shough	5753.25	391.00	1860.27	43.20	1263.92	7.75
shoult	7546.22	528.67	1668.61	45.40	972.93	6.75
shound	8364.90	621.50	1987.43	52.20	1072.25	8.25
shoute	7523.02	552.33	1514.73	57.00	716.11	9.25
shouty	6374.62	521.17	1584.66	60.00	708.47	7.75
showth	4967.46	412.17	994.45	42.40	377.45	5.25
shries	11247.52	1240.50	1513.34	187.40	215.85	24.00
sigged	9580.90	975.67	2351.32	253.20	112.83	32.25
sileen	9358.27	961.00	740.79	65.60	68.16	5.75
silled	10184.49	1032.50	2654.79	275.80	610.38	42.75
silmon	5425.20	532.17	691.26	53.40	86.09	4.25
simped	10073.06	981.33	2312.33	246.00	288.39	29.50
simpes	9673.92	1137.83	1144.63	173.20	226.83	16.00
sindon	5731.80	565.67	1036.11	78.40	277.33	9.75
sinken	8705.49	917.50	1079.71	114.60	113.21	17.25
sisily	8138.04	729.83	1299.76	86.80	209.74	7.75
skiled	9074.07	919.50	2232.45	246.80	372.60	33.25
skimly	5533.93	505.83	756.60	53.00	39.32	7.50
sloses	9597.29	1122.17	1142.45	180.40	262.99	28.75
sloult	7280.59	539.17	1105.64	40.60	344.79	7.25
sloupy	5748.20	480.50	878.71	41.80	104.57	7.75
slowth	4701.83	422.67	431.48	37.60	157.46	6.25
sluths	5929.36	731.67	237.79	43.60	89.57	10.00
smiden	7603.76	802.67	627.92	73.40	142.41	13.25
smoope	6531.76	485.33	223.57	22.20	72.95	4.25
snergy	5087.52	470.83	227.89	21.80	148.00	2.50
soarse	7833.65	698.17	730.29	53.40	179.03	5.25
socing	7972.55	688.83	2123.81	146.00	1156.54	67.25
soctor	7395.45	665.33	601.61	42.40	271.57	7.25
soffee	10023.35	938.50	333.48	37.80	97.43	8.50
sommed	10529.78	1023.83	2412.09	236.80	245.82	19.50
sorked	11299.18	1100.33	2774.10	269.00	530.24	34.25
sorlds	7597.14	890.83	617.71	59.00	37.57	5.25
sousia	4954.30	534.83	672.91	48.20	101.66	6.75
sovels	8536.86	909.17	741.96	73.60	152.96	16.00
sovent	7523.72	648.83	797.11	55.20	283.56	14.00
sovers	7756.67	874.33	812.35	103.80	310.43	45.75
sovies	11194.87	1266.00	1369.54	163.60	293.39	16.50
sovind	9170.67	791.17	1837.39	102.20	437.88	8.50
soving	7641.27	661.83	2209.18	147.60	1282.19	71.25
speate	5953.92	551.50	434.04	60.00	125.77	15.25
spenly	6072.36	541.50	1023.10	69.60	102.21	6.75
spenty	4932.47	507.33	593.06	56.20	202.20	7.75
sphers	6014.70	709.33	677.27	97.40	301.94	36.75
spings	5749.22	701.00	686.92	54.60	346.10	14.75
spiric	3727.71	410.83	342.31	49.60	68.46	7.50
spirly	5926.23	549.00	923.72	70.40	124.80	9.00
spoked	9586.64	915.33	2528.73	256.20	596.76	35.50
sporge	6486.06	494.50	434.75	46.00	102.25	6.25
sprase	6686.47	575.17	518.55	54.40	106.11	8.25
spreed	10458.12	1012.00	2378.03	229.60	273.41	9.50
sprian	6278.52	599.50	610.15	66.60	93.54	10.25
sprice	7776.31	631.50	947.06	66.60	297.82	11.25
spries	10590.45	1212.50	1276.19	182.20	238.74	22.50
squals	6388.66	745.33	218.96	48.60	82.74	14.25
squard	6007.60	554.00	242.28	27.60	135.30	10.75
squars	5608.46	710.50	376.57	62.60	87.25	11.25
staire	7955.39	665.50	1083.01	60.20	268.27	13.75
stally	6448.87	585.17	1477.40	92.20	439.90	15.50
stamed	9456.20	940.50	2517.90	250.60	350.44	26.00
starks	5654.16	726.17	789.55	78.00	215.53	13.75
starly	6417.53	578.83	1412.79	96.20	304.44	15.25
starmy	4991.88	493.00	698.49	61.20	210.40	13.00
stater	9390.89	942.17	2623.04	229.60	701.43	43.25
statle	8104.24	641.83	1754.11	106.20	602.51	19.75
stoled	10073.52	943.50	2540.85	269.80	324.13	33.25
stoner	9429.03	892.33	2067.59	197.00	158.99	19.50
stoven	8198.58	788.67	860.82	89.80	102.82	15.25
streal	5683.10	534.83	1202.56	77.60	385.14	15.25
strect	6408.35	534.67	1076.43	61.80	455.95	14.50
streed	10738.31	1017.00	2756.12	243.40	492.88	15.00
streep	8566.60	848.67	979.30	59.80	417.97	14.25
strelf	6538.37	529.67	1234.90	69.80	504.25	12.25
strely	7464.58	632.50	1795.53	106.00	553.71	21.00
strent	7199.50	600.33	1269.80	78.40	524.76	20.00
strief	9196.38	886.50	1061.27	85.00	319.42	16.25
stroat	6176.32	529.50	781.68	54.00	291.68	12.00
strony	6999.26	582.83	946.55	62.80	305.90	14.00
strose	7337.77	561.17	1124.17	65.60	352.73	13.75
strubs	6324.91	696.00	570.32	46.80	223.56	11.00
struce	7256.01	525.83	862.31	56.80	249.87	12.00
sublic	3869.18	447.33	512.70	42.00	279.36	5.25
sublin	4526.59	500.50	524.06	41.40	191.00	4.75
sudded	9289.63	964.00	2323.97	250.00	212.06	26.25
sumord	7299.18	634.83	869.81	45.60	106.73	4.00
sumoss	6573.54	767.83	697.70	37.00	238.92	3.50
sumost	5857.20	513.00	830.64	53.00	291.57	4.25
sureed	11084.11	1097.17	2644.19	240.40	263.64	10.00
surike	7978.80	707.00	768.55	60.80	195.82	7.50
surind	9192.24	822.83	2010.20	131.60	384.29	15.00
surner	9832.76	1006.00	2166.63	191.80	350.06	15.75
surnet	9555.97	960.67	1067.28	91.20	269.10	11.75
swelve	5339.94	459.17	188.47	23.00	66.08	4.25
synted	9746.75	958.17	2720.74	256.40	388.12	37.25
sysels	7249.16	794.50	721.67	55.80	329.34	11.75
sysely	6501.10	566.33	1302.55	65.00	464.56	11.00
systed	9674.96	936.33	2813.44	263.60	605.61	45.00
systes	9275.82	1092.83	1645.74	190.80	414.69	23.00
tablic	3903.06	458.17	492.10	48.60	200.18	6.50
tacket	8470.05	875.50	1021.65	113.00	272.21	27.25
takely	6637.10	610.83	1245.29	76.40	289.66	11.75
takina	5893.73	565.33	1231.80	96.00	334.93	10.25
takins	7619.83	877.50	1305.60	116.20	366.53	14.50
talers	7099.77	870.83	887.51	121.00	252.10	39.50
talled	9798.78	1022.00	2731.61	286.80	698.58	47.25
tallen	8365.71	910.50	1190.63	126.00	444.68	26.00
tanter	9627.83	1014.17	2619.81	239.00	569.11	38.00
tasies	10626.94	1260.33	1284.76	184.60	195.00	17.50
tauses	9067.45	1149.50	1173.40	183.20	254.90	30.25
tember	8991.74	867.17	1739.89	165.80	256.44	10.50
tenief	9470.28	908.33	525.57	70.20	120.09	12.00
teniod	8483.88	723.17	471.17	51.60	123.25	10.00
tenion	7050.80	611.67	785.03	70.80	188.46	14.00
terice	8881.98	684.67	1034.33	72.40	308.25	10.25
tesine	9049.75	702.17	1313.45	108.00	137.04	12.75
thason	4367.52	419.83	1120.13	60.60	244.49	6.75
thifle	6186.78	477.67	1371.02	76.80	182.27	5.75
thince	5818.54	454.83	1170.78	62.40	421.12	12.00
thined	9031.82	879.33	2837.88	257.00	575.59	30.25
thines	8632.69	1035.83	1670.18	184.20	384.22	19.50
thinge	5755.88	441.67	1124.60	61.60	570.46	14.25
thinty	4618.20	460.67	1033.85	68.40	409.46	13.00
thirly	5532.56	486.67	1329.00	71.60	278.13	9.00
thirth	3782.02	372.50	775.81	41.00	238.10	7.00
thirts	5140.74	680.67	897.40	84.20	263.11	10.75
thoman	4422.18	390.50	1007.65	48.00	264.56	8.75
thosed	9211.31	864.83	2931.34	248.80	436.71	18.25
thould	7610.96	536.67	1883.10	37.20	1062.90	3.50
thound	7314.16	531.17	2045.65	43.00	969.87	5.75
thowly	5667.25	436.00	1617.86	68.00	283.17	3.50
thring	6643.18	546.00	2411.21	162.20	1164.53	80.00
thrond	7472.60	587.17	1271.26	48.60	268.04	11.25
throps	5869.58	663.83	737.95	46.40	145.59	11.00
tighly	5380.63	478.33	970.86	63.00	169.42	5.50
tinger	8236.37	891.33	1929.12	208.60	321.22	30.00
toicks	5405.36	729.83	292.93	56.00	86.01	14.50
tonged	9684.09	989.33	2427.14	260.60	241.18	31.00
toware	6452.90	558.67	794.63	50.60	107.41	4.50
towbon	4381.49	426.33	476.32	48.80	33.58	2.75
towins	7607.05	854.17	1072.13	119.40	69.84	13.75
traing	6239.46	585.67	1985.80	169.00	1014.87	75.00
trient	5910.80	547.83	860.92	72.60	333.92	17.75
tround	7319.29	578.17	1658.41	59.20	622.87	9.00
truble	6064.35	505.17	1048.04	83.80	103.50	14.50
tugges	7711.44	1020.50	961.30	169.80	68.73	25.25
turice	7351.55	626.33	1167.25	72.60	437.32	12.25
turies	10165.70	1207.33	1496.37	188.20	378.24	23.50
turing	6612.09	603.17	2336.02	172.20	1292.09	78.50
turked	9219.82	943.67	2703.53	262.80	575.43	34.75
turnes	9221.57	1125.17	1391.06	174.60	348.27	14.75
turone	7442.71	603.83	849.53	59.40	231.16	8.75
twella	3740.43	351.83	268.40	24.60	80.57	5.00
twench	3214.07	286.50	498.17	36.80	187.66	9.25
twergy	3536.54	345.17	263.56	19.20	148.95	3.50
twiven	6196.67	681.17	504.45	61.20	70.01	10.50
typrus	3690.92	559.33	78.14	18.40	14.44	3.25
unater	7867.36	815.83	2263.10	208.20	458.14	33.25
unhool	3071.71	238.17	381.56	22.80	183.27	2.50
unimas	4044.42	600.83	398.46	47.40	162.61	5.75
uniond	6002.97	496.00	876.40	38.40	246.89	3.75
unione	6004.17	455.50	529.85	39.20	172.99	5.00
unises	7400.48	963.67	1196.09	174.80	227.44	27.25
unitem	6435.81	684.17	1039.49	85.00	291.14	8.00
unlice	5820.62	464.17	830.83	48.80	347.73	7.50
uphice	5004.12	376.83	588.43	29.00	198.29	5.75
usefer	6102.80	668.17	1450.49	138.80	76.34	6.25
vactor	5777.38	561.50	398.45	39.40	153.30	8.00
valest	5433.60	544.17	699.15	70.80	151.71	19.00
valked	8968.77	950.50	2564.40	259.00	536.57	31.00
valkes	8569.63	1107.00	1396.70	186.20	178.89	11.75
vallow	4027.30	446.67	716.39	64.80	315.12	21.50
vapsed	8601.08	929.83	2156.18	239.00	177.75	14.25
vently	7015.27	591.50	1396.70	89.60	185.83	12.50
vesign	6138.35	504.00	372.32	36.20	122.85	6.00
violed	9164.83	906.33	2180.73	243.80	288.08	26.75
voints	5740.48	764.00	652.52	86.80	163.55	15.50
volicy	5896.10	567.17	637.42	44.40	255.76	6.25
vottly	6914.27	574.50	1710.12	82.00	438.42	14.00
walmon	4727.79	487.50	824.13	62.00	111.42	6.25
walued	9824.91	961.17	2267.31	228.20	106.73	5.75
wandom	4408.32	472.67	797.33	66.80	261.90	10.50
wantal	5099.60	550.83	984.91	83.40	225.43	13.25
warger	9141.28	963.33	2102.22	214.80	252.29	22.00
warket	8877.25	912.33	1276.26	123.40	272.08	17.25
wassed	9387.70	974.33	2484.55	271.60	331.48	31.50
weader	9277.11	915.33	2149.82	198.60	234.67	27.50
weally	6962.64	599.17	1419.78	86.40	463.33	10.75
wealts	6570.82	793.17	908.82	90.80	267.99	9.75
weemer	8840.76	861.00	1863.35	166.20	298.55	8.00
wheory	4830.92	404.17	582.70	42.00	105.20	3.00
whound	7002.45	497.00	1700.92	39.20	795.98	5.50
winday	4437.02	495.67	640.45	62.00	178.21	10.50
wingen	7330.27	798.67	954.12	107.40	244.83	20.00
wintre	6584.23	565.00	1054.75	61.60	176.38	7.75
winuty	4907.01	482.33	572.89	59.60	124.68	4.75
wipily	6300.58	575.00	1005.01	76.80	135.99	7.25
wiside	6540.93	560.17	653.29	47.00	224.85	5.50
witief	8448.53	812.17	942.26	60.40	146.44	4.50
witter	9051.89	875.17	3007.79	220.00	972.99	44.50
wittle	7765.24	574.83	2138.86	96.60	978.76	16.75
wolled	9431.07	953.00	2642.43	267.60	567.20	41.25
wonday	5046.06	540.67	597.63	46.60	199.75	7.50
woners	6892.81	821.50	807.54	103.60	259.08	40.00
wongle	7247.04	601.83	1312.49	89.80	184.28	14.75
wonver	8311.27	876.33	1837.71	171.00	69.44	8.00
worger	9085.28	928.50	1949.26	191.80	275.06	20.75
wornal	5282.40	518.67	744.83	56.20	90.21	6.00
worner	9498.92	947.83	2077.88	185.60	304.28	15.50
wretre	6053.09	512.00	703.87	39.40	77.91	3.50
wriers	5832.04	739.17	767.37	110.00	282.04	41.00
wriser	7504.02	826.00	1942.43	198.60	117.01	14.75
wrisia	2835.68	365.33	366.42	45.80	81.55	7.00
yandon	4634.67	488.17	950.19	72.40	231.92	9.00
yeaven	7961.72	796.00	907.12	84.20	137.96	14.50
yelmer	8428.07	830.00	1689.45	166.40	95.62	8.25
youble	6345.33	514.67	1261.40	81.60	114.88	12.75
